Reference;Planet name;Column 3
10432;Ullischwarz;Ullischwarz
31627;Ulmera;Ulmera
8345;Ulmerspatz;Ulmerspatz
22260;Ur;Ur
129882;Ustica;Ustica
839;Valborg;Valborg
9859;Van;Lierde
230691;Van;Vogt
6354;Vangelis;Vangelis
16513;Vasks;Vasks
11480;Velikij;Ustyug
13045;Vermandere;Vermandere
8719;Vesmir;"Vesm&#237;r"
34280;Victoradler;Victoradler
110294;Victoriaharbour;Victoriaharbour
17278;Viggh;Viggh
127870;Vigo;Vigo
22840;Villarreal;Villarreal
6183;Viscome;Viscome
8208;Volta;Volta
2453;Wabash;Wabash
8501;Wachholz;Wachholz
11005;Waldtrudering;Waldtrudering
3145;Walter;Adams
1057;Wanda;Wanda
25577;Wangmanqiang;Wangmanqiang
29979;Wastyk;Wastyk
1798;Watts;Watts
2405;Welch;Welch
2993;Wendy;Wendy
145545;Wensayling;Wensayling
322574;Werckmeister;Werckmeister
28852;Westonbraun;Westonbraun
249519;Whitneyclavin;Whitneyclavin
8440;Wigeon;Wigeon
4099;Wiggins;Wiggins
1688;Wilkens;Wilkens
6012;Williammurdoch;Williammurdoch
22872;Williamweber;Williamweber
5555;Wimberly;Wimberly
227770;Wischnewski;Wischnewski
10653;Witsen;Witsen
9395;Saint;Michel
5995;Saint-Aignan;Saint-Aignan
16650;Sakushingakuin;Sakushingakuin
12472;Samadhi;Samadhi
26656;Samarenae;Samarenae
4784;Samcarin;Samcarin
18335;San;Cassiano
336203;Sandrobuss;Sandrobuss
32943;Sandyryan;Sandyryan
11335;Santiago;Santiago
161592;Sarahhamilton;Sarahhamilton
133432;Sarahnoble;Sarahnoble
129318;Sarahschlieder;Sarahschlieder
33714;Sarakaufman;Sarakaufman
9168;Sarov;Sarov
23773;Sarugaku;Sarugaku
9198;Sasagamine;Sasagamine
10907;Savalle;Savalle
69259;Savostyanov;Savostyanov
6298;Sawaoka;Sawaoka
15412;Schaefer;Schaefer
8541;Schalkenmehren;Schalkenmehren
6376;Schamp;Schamp
30773;Schelde;Schelde
2871;Schober;Schober
4003;Schumann;Schumann
13006;Schwaar;Schwaar
24699;Schwekendiek;Schwekendiek
30316;Scottmassa;Scottmassa
96344;Scottweaver;Scottweaver
9279;Seager;Seager
166622;Sebastien;Sebastien
3822;Segovia;Segovia
4369;Seifert;Seifert
9785;Senjikan;Senjikan
7552;Sephton;Sephton
4829;Sergestus;Sergestus
21311;Servius;Servius
25404;Shansample;Shansample
4510;Shawna;Shawna
24981;Shigekimurakami;Shigekimurakami
2879;Shimizu;Shimizu
11809;Shinnaka;Shinnaka
27610;Shixuanli;Shixuanli
7278;Shtokolov;Shtokolov
157534;Siauliai;Siauliai
8544;Sigenori;Sigenori
8239;Signac;Signac
1733;Silke;Silke
5325;Silver;Silver
1033;Simona;Simona
7934;Sinatra;Sinatra
10234;Sixtygarden;Sixtygarden
26954;Skadiang;Skadiang
3773;Smithsonian;Smithsonian
5413;Smyslov;Smyslov
14719;Sobey;Sobey
8274;Soejima;Soejima
187981;Soluri;Soluri
4255;Spacewatch;Spacewatch
263932;Speyer;Speyer
6232;Zubitskia;Zubitskia
28828;Aalamiharandi;Aalamiharandi
84015;Efthymiopoulos;Efthymiopoulos
129335;Edwardlittle;Edwardlittle
29994;Zuoyu;Zuoyu
33383;Edupuganti;Edupuganti
175636;Zvyagel;Zvyagel
294296;Efeso;Efeso
7692;Edhenderson;Edhenderson
10092;Sasaki;Sasaki
26298;Dunweathers;Dunweathers
1228;Scabiosa;Scabiosa
9515;Dubner;Dubner
4954;Eric;Eric
26642;Schlenoff;Schlenoff
9273;Schloerb;Schloerb
3707;Schroter;"Schr&#246;ter"
16528;Terakado;Terakado
11350;Teresa;Teresa
281445;Scotthowe;Scotthowe
133753;Teresamullen;Teresamullen
17898;Scottsheppard;Scottsheppard
2797;Teucer;Teucer
14792;Thyestes;Thyestes
25743;Serrato;Serrato
20571;Tiamorrison;Tiamorrison
14189;Sevre;"S&#232;vre"
23649;Tohoku;Tohoku
21814;Shanawolff;Shanawolff
3967;Shekhtelia;Shekhtelia
17601;Sheldonschafer;Sheldonschafer
590;Tomyris;Tomyris
13679;Shinanogawa;Shinanogawa
9098;Toshihiko;Toshihiko
18609;Shinobuyama;Shinobuyama
4179;Toutatis;Toutatis
2787;Tovarishch;Tovarishch
10148;Shirase;Shirase
7013;Trachet;Trachet
5968;Trauger;Trauger
3946;Shor;Shor
7594;Shotaro;Shotaro
41279;Trentman;Trentman
33806;Shrivastava;Shrivastava
20784;Trevorpowers;Trevorpowers
502;Sigune;Sigune
9256;Tsukamoto;Tsukamoto
17563;Tsuneyoshi;Tsuneyoshi
12445;Sirataka;Sirataka
116;Sirona;Sirona
823;Sisigambis;Sisigambis
9951;Tyrannosaurus;Tyrannosaurus
1866;Sisyphus;Sisyphus
207901;Tzecmaun;Tzecmaun
192208;Tzu;Chi
2304;Slavia;Slavia
246913;Slocum;Slocum
5540;Smirnova;Smirnova
18418;Ujibe;Ujibe
69594;Ulferika;Ulferika
31231;Uthmann;Uthmann
22475;Stanrunge;Stanrunge
217257;Valemangano;Valemangano
17437;Stekene;Stekene
4328;Valina;Valina
9372;Vamlingbo;Vamlingbo
6373;Stern;Stern
2238;Steshenko;Steshenko
27525;Vartovka;Vartovka
48794;Stolzova;"Stolzov&#225;"
10554;Vasterhejde;"V&#228;sterhejde"
499;Venusia;Venusia
175548;Sudzius;Sudzius
563;Suleika;Suleika
18287;Verkin;Verkin
15386;Nicolini;Nicolini
612;Veronika;Veronika
7344;Summerfield;Summerfield
25322;Rebeccajean;Rebeccajean
5165;Videnom;Videnom
4593;Reipurth;Reipurth
1371;Resi;Resi
2514;Taiyuan;Taiyuan
10956;Vosges;Vosges
635;Vundtia;Vundtia
210983;Wadeparker;Wadeparker
183357;Rickshelton;Rickshelton
8399;Wakamatsu;Wakamatsu
11706;Rijeka;Rijeka
8571;Taniguchi;Taniguchi
15295;Tante;Riek
4729;Mikhailmil';Mikhailmil'
296525;Milanovskiy;Milanovskiy
14919;Robertohaver;Robertohaver
410475;Robertschulz;Robertschulz
12137;Williefowler;Williefowler
90487;Witherspoon;Witherspoon
12870;Rolandmeier;Rolandmeier
1747;Wright;Wright
10296;Rominadisisto;Rominadisisto
20193;Yakushima;Yakushima
5568;Mufson;Mufson
8149;Ruff;Ruff
16164;Yangli;Yangli
34261;Musharahman;Musharahman
14449;Myogizinzya;Myogizinzya
4662;Runk;Runk
6462;Myougi;Myougi
33799;Myra;Myra
38960;Yeungchihung;Yeungchihung
11135;Ryokami;Ryokami
10715;Nagler;Nagler
239672;SOFIA;SOFIA
33118;Naiknaware;Naiknaware
118230;Sado;Sado
4745;Nancymarie;Nancymarie
4606;Saheki;Saheki
2918;Salazar;Salazar
275;Sapientia;Sapientia
151430;Nemunas;Nemunas
8750;Nettarufina;Nettarufina
21572;Nguyen-McCarty;Nguyen-McCarty
5135;Nibutani;Nibutani
30388;Nicolejustice;Nicolejustice
2132;Zhukov;Zhukov
3626;Ohsaki;Ohsaki
5868;Ohta;Ohta
58096;Oineus;Oineus
23775;Okudaira;Okudaira
11959;Okunokeno;Okunokeno
2201;Oljato;Oljato
291849;Orchestralondon;Orchestralondon
330836;Orius;Orius
12258;Oscarwilde;Oscarwilde
5592;Oshima;Oshima
750;Oskar;Oskar
1126;Otero;Otero
401;Ottilia;Ottilia
14157;Pamelasobey;Pamelasobey
33249;Pamelasvenson;Pamelasvenson
185150;Panevezys;Panevezys
471;Papagena;Papagena
1779;Parana;"Paran&#225;"
5298;Paraskevopoulos;Paraskevopoulos
5585;Parks;Parks
19810;Partridge;Partridge
5919;Patrickmartin;Patrickmartin
30347;Pattyhunt;Pattyhunt
153298;Paulmyers;Paulmyers
3612;Peale;Peale
3074;Popov;Popov
12753;Povenmire;Povenmire
420356;Praamzius;Praamzius
2137;Priscilla;Priscilla
7292;Prosperin;Prosperin
15669;Pshenichner;Pshenichner
18617;Puntel;Puntel
5283;Pyrrhus;Pyrrhus
6143;Pythagoras;Pythagoras
22283;Pytheas;Pytheas
20278;Qileihang;Qileihang
28275;Quoc-Bao;Quoc-Bao
8995;Rachelstevenson;Rachelstevenson
32314;Rachelzhang;Rachelzhang
33581;Rajeevjha;Rajeevjha
18028;Ramchandani;Ramchandani
7433;Pellegrini;Pellegrini
201;Penelope;Penelope
7989;Pernadavide;Pernadavide
21640;Petekirkland;Petekirkland
8280;Petergruber;Petergruber
830;Petropolitana;Petropolitana
372573;Pietromenga;Pietromenga
4368;Pillmore;Pillmore
12470;Pinotti;Pinotti
648;Pippa;Pippa
3228;Pire;Pire
11966;Plateau;Plateau
5999;Plescia;Plescia
134160;Pluis;Pluis
4940;Polenov;Polenov
12168;Polko;Polko
2006;Polonskaya;Polonskaya
21891;Andreabocelli;Andreabocelli
266465;Andalucia;Andalucia
10719;Andamar;Andamar
2788;Andenne;Andenne
101432;Adamwest;Adamwest
5379;Abehiroshi;Abehiroshi
17023;Abbott;Abbott
23895;Akikonakamura;Akikonakamura
5355;Akihiro;Akihiro
7803;Adachi;Adachi
12787;Abetadashi;Abetadashi
5782;Akirafujiwara;Akirafujiwara
2153;Akiyama;Akiyama
5679;Akkado;Akkado
1404;Ajax;Ajax
645;Agrippina;Agrippina
21986;Alexanduribe;Alexanduribe
34144;Alexandersun;Alexandersun
296907;Alexander;Alexander
32008;Adriangalad;"Adri&#225;ngal&#225;d"
69231;Alettajacobs;Alettajacobs
9933;Alekseev;Alekseev
5185;Alerossi;Alerossi
12061;Alena;Alena
7248;Alvsjo;"&#196;lvsj&#246;"
2948;Amosov;Amosov
31922;Alsharif;Alsharif
955;Alstede;Alstede
26266;Andrewmerrill;Andrewmerrill
30193;Annikaurban;Annikaurban
234750;Amymainzer;Amymainzer
11945;Amsterdam;Amsterdam
26002;Angelayeung;Angelayeung
31838;Angelarob;Angelarob
27110;Annemaryvonne;Annemaryvonne
3160;Angerhofer;Angerhofer
18102;Angrilli;Angrilli
9011;Angelou;Angelou
400308;Antonkutter;Antonkutter
6645;Arcetri;Arcetri
4718;Araki;Araki
8836;Aquifolium;Aquifolium
3376;Armandhammer;Armandhammer
30008;Aroncoraor;Aroncoraor
6469;Armstrong;Armstrong
780;Armenia;Armenia
129333;Ashleylancaster;Ashleylancaster
5020;Asimov;Asimov
4894;Ask;Ask
8747;Asahi;Asahi
4238;Audrey;Audrey
3999;Aristarchus;Aristarchus
5097;Axford;Axford
230;Athamantis;Athamantis
259387;Atauta;Atauta
7590;Aterui;Aterui
111;Ate;Ate
25212;Ayushgupta;Ayushgupta
160001;Bakonybel;"Bakonyb&#233;l"
5386;Bajaja;Bajaja
856;Backlunda;Backlunda
15417;Babylon;Babylon
11668;Balios;Balios
770;Bali;Bali
196807;Beshore;Beshore
21506;Betsill;Betsill
332324;Bobmcdonald;Bobmcdonald
5871;Bobbell;Bobbell
2029;Binomi;Binomi
6742;Biandepei;Biandepei
4620;Bickley;Bickley
33463;Bettinagregg;Bettinagregg
3430;Bradfield;Bradfield
10645;Brac;"Bra&#269;"
15908;Bertoni;Bertoni
372305;Bourdeille;Bourdeille
73520;Boslough;Boslough
4673;Bortle;Bortle
31015;Boccardi;Boccardi
31639;Bodoni;Bodoni
29483;Boeker;Boeker
6685;Boitsov;Boitsov
2338;Bokhan;Bokhan
9262;Bordovitsyna;Bordovitsyna
3075;Bornmann;Bornmann
36036;Bonucci;Bonucci
100050;Carloshernandez;Carloshernandez
4121;Carlin;Carlin
1470;Carla;Carla
7680;Cari;Cari
5531;Carolientje;Carolientje
15969;Charlesgreen;Charlesgreen
57879;Cesarechiosi;Cesarechiosi
6802;Cernovice;"&#268;ernovice"
86043;Cevennes;"C&#233;vennes"
27618;Ceilierin;Ceilierin
13145;Cavezzo;Cavezzo
27493;Derikesibill;Derikesibill
6776;Dix;Dix
11429;Demodokus;Demodokus
6466;Drewesquivel;Drewesquivel
9022;Drake;Drake
39712;Ehimedaigaku;Ehimedaigaku
12796;Kamenrider;Kamenrider
32250;Karthik;Karthik
5914;Kathywhaler;Kathywhaler
22422;Kenmount;Hill
5936;Khadzhinov;Khadzhinov
22852;Kinney;Kinney
6764;Kirillavrov;Kirillavrov
19763;Klimesh;Klimesh
48934;Kocanova;"Ko&#269;anov&#225;"
3644;Kojitaku;Kojitaku
269251;Kolomna;Kolomna
12242;Koon;Koon
3135;Lauer;Lauer
29987;Lazhang;Lazhang
18100;Lebreton;Lebreton
9082;Leonardmartin;Leonardmartin
18750;Leonidakimov;Leonidakimov
844;Leontina;Leontina
4741;Leskov;Leskov
204831;Levski;Levski
18747;Lexcen;Lexcen
22534;Lieblich;Lieblich
2346;Lilio;Lilio
3153;Lincoln;Lincoln
31684;Lindsay;Lindsay
316020;Linshuhow;Linshuhow
9504;Lionel;Lionel
18637;Liverdun;Liverdun
276681;Loremaes;Loremaes
16418;Lortzing;Lortzing
4513;Louvre;Louvre
24969;Lucafini;Lucafini
185733;Luigicolzani;Luigicolzani
100604;Lundy;Lundy
293934;MPIA;MPIA
24643;MacCready;MacCready
28273;Maianhvu;Maianhvu
32207;Mairepercy;Mairepercy
24647;Maksimachev;Maksimachev
10415;Mali;Losinj
14827;Hypnos;Hypnos
365756;ISON;ISON
7626;Iafe;Iafe
37655;Illapa;Illapa
210425;Imogene;Imogene
17465;Inawashiroko;Inawashiroko
2494;Inge;Inge
509;Iolanda;Iolanda
27323;Julianewman;Julianewman
20776;Juliekrugler;Juliekrugler
24410;Juliewalker;Juliewalker
28739;Julisauer;Julisauer
3537;Jurgen;"J&#252;rgen"
2219;Mannucci;Mannucci
13615;Manulis;Manulis
2180;Marjaleena;Marjaleena
27514;Markov;Markov
1877;Marsden;Marsden
61195;Martinoli;Martinoli
24296;Marychristie;Marychristie
4547;Massachusetts;Massachusetts
24934;Natecovert;Natecovert
10210;Nathues;Nathues
4472;Navashin;Navashin
25763;Naveenmurali;Naveenmurali
21421;Nealwadhwa;Nealwadhwa
10195;Nebraska;Nebraska
3538;Nelsonia;Nelsonia
855;Newcombia;Newcombia
21638;Nicjachowski;Nicjachowski
31525;Nickmiller;Nickmiller
28848;Nicolemarie;Nicolemarie
9990;Niiyaeki;Niiyaeki
455739;Isabelita;Isabelita
190026;Iskorosten;Iskorosten
6305;Helgoland;Helgoland
22730;Jacobhurwitz;Jacobhurwitz
10043;Janegann;Janegann
6731;Hiei;Hiei
8144;Hiragagennai;Hiragagennai
22575;Jayallen;Jayallen
16544;Hochlehnert;Hochlehnert
4669;Hoder;"H&#248;der"
365443;Holiday;Holiday
28555;Jenniferchan;Jenniferchan
2938;Hopi;Hopi
544;Jetta;Jetta
2080;Jihlava;Jihlava
6533;Giuseppina;Giuseppina
2361;Gogol;Gogol
31238;Kromeriz;"Krom&#283;&#345;&#237;&#382;"
23817;Gokulk;Gokulk
4471;Graculus;Graculus
9692;Kuperus;Kuperus
33800;Gross;Gross
11326;Ladislavschmied;Ladislavschmied
15375;Laetitiafoglia;Laetitiafoglia
25424;Gunasekaran;Gunasekaran
458063;Gustavomuler;Gustavomuler
10274;Larryevans;Larryevans
82332;Las;Vegas
9000;Hal;Hal
23331;Halimzeidan;Halimzeidan
15421;Adammalin;Adammalin
34256;Advaitpatil;Advaitpatil
20856;Hamzabari;Hamzabari
19307;Hanayama;Hanayama
27986;Hanus;"Hanu&#353;"
35357;Haraldlesch;Haraldlesch
26199;Aileenperry;Aileenperry
9114;Hatakeyama;Hatakeyama
4584;Akan;Akan
21435;Aharon;Aharon
17806;Adolfborn;Adolfborn
145;Adeona;Adeona
11519;Adler;Adler
9147;Kourakuen;Kourakuen
6530;Adry;Adry
7058;Al-Tusi;"Al-&#7788;&#363;s&#299;"
30310;Alexanderlin;Alexanderlin
2159;Kukkamaki;"Kukkam&#228;ki"
15246;Kumeta;Kumeta
360072;Alcimedon;Alcimedon
2233;Kuznetsov;Kuznetsov
11244;Andrekuipers;"Andr&#233;kuipers"
9135;Lacaille;Lacaille
1412;Lagrula;Lagrula
7742;Altamira;Altamira
11824;Alpaidze;Alpaidze
2016;Heinemann;Heinemann
13149;Heisenberg;Heisenberg
2933;Amber;Amber
804;Hispania;Hispania
5374;Hokutosei;Hokutosei
3499;Hoppe;Hoppe
20024;Mayremartinez;"Mayr&#233;mart&#237;nez"
30321;McCleary;McCleary
7750;McEwen;McEwen
22587;McKennon;McKennon
6999;Meitner;Meitner
4068;Menestheus;Menestheus
3740;Menge;Menge
6077;Messner;Messner
28705;Michaelbecker;Michaelbecker
8129;Michaelbusch;Michaelbusch
268057;Michaelkaschke;Michaelkaschke
9621;Michaelpalin;Michaelpalin
23016;Michaelroche;Michaelroche
33446;Michaelyang;Michaelyang
12747;Michageffert;Michageffert
5769;Michard;Michard
44033;Michez;Michez
134028;Mikefitzgibbon;Mikefitzgibbon
128408;Mikehughes;Mikehughes
16051;Bernero;Bernero
320260;Bertout;Bertout
10380;Berwald;Berwald
7141;Bettarini;Bettarini
12686;Bezuglyj;Bezuglyj
5849;Bhanji;Bhanji
55844;Bicak;"Bi&#269;&#225;k"
9398;Bidelman;Bidelman
11675;Billboyle;Billboyle
5120;Bitias;Bitias
5797;Bivoj;Bivoj
352646;Blumbahs;Blumbahs
24249;Bobbiolson;Bobbiolson
18321;Bobrov;Bobrov
27571;Bobscott;Bobscott
414026;Bochonko;Bochonko
1487;Boda;Boda
998;Bodea;Bodea
3710;Bogoslovskij;Bogoslovskij
330634;Boico;Boico
1983;Bok;Bok
9587;Bonpland;Bonpland
10654;Bontekoe;Bontekoe
39540;Borchert;Borchert
13954;Born;Born
91213;Botchan;Botchan
8713;Azusa;Azusa
108205;Baccipaolo;Baccipaolo
23578;Baedeker;Baedeker
7079;Baghdad;Baghdad
1591;Baize;Baize
5315;Bal'mont;Bal'mont
12755;Balmer;Balmer
24265;Banthonytwarog;Banthonytwarog
18983;Allentran;Allentran
6771;Foerster;Foerster
215886;Barryarnold;Barryarnold
17952;Folsom;Folsom
12399;Bartolini;Bartolini
28482;Bauerle;Bauerle
31234;Bea;Bea
10246;Frankenwald;Frankenwald
24922;Bechtel;Bechtel
13258;Bej;Bej
28;Bellona;Bellona
21508;Benbrewer;Benbrewer
3996;Fugaku;Fugaku
11495;Fukunaga;Fukunaga
16723;Fumiofuke;Fumiofuke
100000;Astronautica;Astronautica
121132;Garydavis;Garydavis
15957;Gemoore;Gemoore
1464;Armisticia;Armisticia
7578;Georgbohm;"Georgb&#246;hm"
2958;Arpetito;Arpetito
20883;Gervais;Gervais
142562;Graetz;Graetz
33205;Graigmarx;Graigmarx
4995;Griffin;Griffin
3939;Huruhata;Huruhata
11521;Erikson;Erikson
6210;Hyunseop;Hyunseop
330856;Ernsthelene;Ernsthelene
15265;Ernsting;Ernsting
13222;Ichikawakazuo;Ichikawakazuo
16641;Esteban;Esteban
22744;Esterantonucci;Esterantonucci
2130;Evdokiya;Evdokiya
1569;Evita;Evita
58364;Feierberg;Feierberg
69159;Ivanking;Ivanking
6653;Feininger;Feininger
10666;Feldberg;Feldberg
2286;Fesenkov;Fesenkov
3634;Iwan;Iwan
30840;Jackalice;Jackalice
318547;Fidrich;Fidrich
22732;Jakpor;Jakpor
27353;Chrisspenner;Chrisspenner
5005;Kegler;Kegler
8116;Jeanperrin;Jeanperrin
25704;Kendrick;Kendrick
18947;Cindyfulton;Cindyfulton
8861;Jenskandler;Jenskandler
31110;Clapas;Clapas
10681;Khture;Khture
6576;Kievtech;Kievtech
228883;Cliffsimak;Cliffsimak
6523;Clube;Clube
2947;Kippenhahn;Kippenhahn
9015;Coe;Coe
30064;Kaitlynshin;Kaitlynshin
225232;Kircheva;Kircheva
33014;Kalinich;Kalinich
9563;Kitty;Kitty
34235;Ellafeiner;Ellafeiner
1469;Linzia;Linzia
12367;Ourinhos;Ourinhos
2108;Otto;Schmidt
132904;Notkin;Notkin
4730;Xingmingzhou;Xingmingzhou
9719;Yakage;Yakage
15856;Yanokoji;Yanokoji
4909;Couteau;Couteau
48801;Penninger;Penninger
84928;Oliversacks;Oliversacks
5887;Yauza;Yauza
4867;Polites;Polites
11339;Orlik;"Orl&#237;k"
7596;Yumi;Yumi
4917;Yurilvovia;Yurilvovia
8909;Ohnishitaka;Ohnishitaka
4013;Ogiria;Ogiria
18671;Zacharyrice;Zacharyrice
23995;Oechsle;Oechsle
26629;Zahller;Zahller
6054;Ghiberti;Ghiberti
163626;Glatfelter;Glatfelter
914;Palisana;Palisana
33561;Brianjasondu;Brianjasondu
325588;Bridzius;Bridzius
115885;Ganz;Ganz
3232;Brest;Brest
32093;Zhengyan;Zhengyan
166745;Pindor;Pindor
6410;Fujiwara;Fujiwara
3798;de;Jager
25421;Gafaran;Gafaran
1131;Porzia;Porzia
547;Praxedis;Praxedis
2317;Galya;Galya
26393;Scaffa;Scaffa
3333;Schaber;Schaber
11338;Schiele;Schiele
3536;Schleicher;Schleicher
24890;Amaliafinzi;Amaliafinzi
21738;Schwank;Schwank
4978;Seitz;Seitz
3288;Seleucus;Seleucus
70713;Sethmacfarlane;Sethmacfarlane
3392;Setouchi;Setouchi
6586;Seydler;Seydler
44821;Amadora;Amadora
2093;Genichesk;Genichesk
16997;Garrone;Garrone
3055;Annapavlova;Annapavlova
27958;Giussano;Giussano
4187;Shulnazaria;Shulnazaria
14012;Amedee;Amedee
7618;Gotoyukichi;Gotoyukichi
10141;Gotenba;Gotenba
2554;Skiff;Skiff
1451;Grano;"Gran&#246;"
6549;Skryabin;Skryabin
25259;Lucarnold;Lucarnold
9349;Lucas;Lucas
1928;Summa;Summa
31928;Limzhengtheng;Limzhengtheng
49272;Bryce;Canyon
5015;Litke;Litke
9584;Louchheim;Louchheim
7081;Ludibunda;Ludibunda
239200;Luoyang;Luoyang
25652;Maddieball;Maddieball
170487;Mallder;Mallder
47466;Mayatoyoshima;Mayatoyoshima
112328;Klinkerfues;Klinkerfues
525;Adelaide;Adelaide
1996;Adams;Adams
911;Agamemnon;Agamemnon
15467;Aflorsch;Aflorsch
3212;Agricola;Agricola
4777;Aksenov;Aksenov
20341;Alanstack;Alanstack
8047;Akikinoshita;Akikinoshita
4585;Ainonai;Ainonai
26368;Alghunaim;Alghunaim
33000;Chenjiansheng;Chenjiansheng
34190;Erinsmith;Erinsmith
10374;Etampes;Etampes
283277;Faber;Faber
3927;Feliciaplatt;Feliciaplatt
75;Eurydike;Eurydike
18861;Eugenishmidt;Eugenishmidt
247;Eukrate;Eukrate
25492;Firnberg;Firnberg
21457;Fevig;Fevig
19452;Keeney;Keeney
332706;Karlheidlas;Karlheidlas
10558;Karlstad;Karlstad
70936;Kamen;"K&#225;men"
3880;Kaiserman;Kaiserman
50428;Alexanderdessler;Alexanderdessler
2711;Aleksandrov;Aleksandrov
128585;Alfredmaria;Alfredmaria
48643;Allen-Beach;Allen-Beach
7410;Kawazoe;Kawazoe
18237;Kenfreeman;Kenfreeman
124;Alkeste;Alkeste
78431;Kemble;Kemble
5200;Pamal;Pamal
6550;Parler;"Parl&#233;&#345;"
5652;Amphimachus;Amphimachus
1314;Paula;Paula
24353;Patrickhsu;Patrickhsu
9991;Anezka;"Ane&#382;ka"
50687;Paultemple;Paultemple
248183;Peisandros;Peisandros
19424;Andrewsong;Andrewsong
11105;Puchnarova;"Puchnarov&#225;"
11010;Artemieva;Artemieva
18376;Quirk;Quirk
432361;Rakovski;Rakovski
364192;Qianruhu;Qianruhu
10959;Appennino;Appennino
33401;Radiya-Dixit;Radiya-Dixit
29401;Asterix;Asterix
30169;Raghavganesh;Raghavganesh
4191;Assesse;Assesse
1530;Rantaseppa;"Rantasepp&#228;"
95;Arethusa;Arethusa
296950;Robertbauer;Robertbauer
22827;Arvernia;Arvernia
21706;Robminehart;Robminehart
12619;Anubelshunu;Anubelshunu
3546;Atanasoff;Atanasoff
227065;Romandia;Romandia
274084;Baldone;Baldone
4316;Babinkova;Babinkova
129773;Catmerrill;Catmerrill
9920;Bagnulo;Bagnulo
7208;Ashurbanipal;Ashurbanipal
25656;Bejnood;Bejnood
2637;Bobrovnikoff;Bobrovnikoff
43881;Cerreto;Cerreto
4322;Billjackson;Billjackson
2408;Astapovich;Astapovich
12211;Arnoschmidt;Arnoschmidt
29805;Bradleysloop;Bradleysloop
136;Austria;Austria
4603;Bertaud;Bertaud
16077;Arayhamilton;Arayhamilton
21505;Bernert;Bernert
28598;Apadmanabha;Apadmanabha
4891;Blaga;Blaga
32424;Caryjames;Caryjames
5251;Bradwood;Bradwood
3964;Danilevskij;Danilevskij
55320;Busler;Busler
33503;Dasilvaborges;Dasilvaborges
34268;Gracetian;Gracetian
3563;Canterbury;Canterbury
19413;Grantlewis;Grantlewis
7217;Dacke;Dacke
20897;Deborahdomingue;Deborahdomingue
24944;Harish-Chandra;Harish-Chandra
1707;Chantal;Chantal
2565;Grogler;"Gr&#246;gler"
28136;Chasegross;Chasegross
8856;Celastrus;Celastrus
73984;Claudebernard;Claudebernard
308306;Dainere;Dainere
935;Clivia;Clivia
5791;Comello;Comello
224067;Colemila;Colemila
1511;Dalera;"Dal&#233;ra"
5686;Chiyonoura;Chiyonoura
63129;Courtemanche;Courtemanche
13777;Cielobuio;Cielobuio
18122;Forestamartin;Forestamartin
1726;Hoffmeister;Hoffmeister
9924;Corrigan;Corrigan
2133;Franceswright;Franceswright
4370;Dickens;Dickens
63609;Francoisecolas;Francoisecolas
3434;Hurless;Hurless
227151;Desargues;Desargues
3203;Huth;Huth
243;Ida;Ida
9295;Donaldyoung;Donaldyoung
760;Massinga;Massinga
21517;Dobi;Dobi
7144;Dossobuono;Dossobuono
745;Mauritia;Mauritia
21999;Disora;Disora
23221;Delgado;Delgado
21626;Matthewhall;Matthewhall
4844;Matsuyama;Matsuyama
7369;Gavrilin;Gavrilin
2370;van;Altena
2203;van;Rhijn
5497;Sararussell;Sararussell
114156;Eamonlittle;Eamonlittle
22725;Drabble;Drabble
418532;Saruman;Saruman
246821;Satyarthi;Satyarthi
24495;Degroff;Degroff
2812;Scaltriti;Scaltriti
5019;Erfjord;Erfjord
9826;Ehrenfreund;Ehrenfreund
4235;Tatishchev;Tatishchev
4254;Kamel;"Kam&#233;l"
19005;Teckman;Teckman
21250;Kamikouchi;Kamikouchi
114024;Scotkleinman;Scotkleinman
9544;Scottbirney;Scottbirney
22736;Kamitaki;Kamitaki
2475;Semenov;Semenov
73687;Thomas;Aquinas
22625;Kanipe;Kanipe
9565;Tikhonov;Tikhonov
12626;Timmerman;Timmerman
31313;Kanwingyi;Kanwingyi
13921;Sgarbini;Sgarbini
34034;Shehadeh;Shehadeh
3533;Toyota;Toyota
14627;Emilkowalski;Emilkowalski
3532;Tracie;Tracie
3813;Fortov;Fortov
24199;Tsarevsky;Tsarevsky
249523;Friedan;Friedan
3943;Silbermann;Silbermann
116446;McDermid;McDermid
17004;Sinkevich;Sinkevich
6241;Galante;Galante
23068;Tyagi;Tyagi
7116;Mentall;Mentall
244;Sita;Sita
22405;Gavioliremo;Gavioliremo
5579;Uhlherr;Uhlherr
10466;Marius-Ioan;Marius-Ioan
28543;Solis-Gozar;Solis-Gozar
1073;Gellivara;Gellivara
130249;Markminer;Markminer
10598;Markrees;Markrees
746;Marlu;Marlu
6138;Miguelhernandez;Miguelhernandez
28091;Mikekane;Mikekane
21631;Stephenhonan;Stephenhonan
74400;Streaky;Streaky
1124;Stroobantia;Stroobantia
23191;Sujaytyle;Sujaytyle
542;Susanna;Susanna
43783;Svyatitelpyotr;Svyatitelpyotr
164587;Taesch;Taesch
33154;Talent;Talent
13032;Tarn;Tarn
2266;Tchaikovsky;Tchaikovsky
28004;Terakawa;Terakawa
31939;Thananon;Thananon
6257;Thorvaldsen;Thorvaldsen
13982;Thunberg;Thunberg
4349;Tiburcio;"Tib&#250;rcio"
